4,Analista Programador,Realizar el analisis diseno desarrollo e implementacion de nuevos procesos yo modificaciones de los existentes Desarrollar interfaces de contabilidad y de finanzas Desarrollo de nuevos formularios y reportes,Egresado de la Carrera profesional o tecnica de Ingenieria de Sistemas Experiencia minima de 01 ano Conocimientos de aplicaciones contables y funcionamiento de ERP manejo de Visual Basic  NET  SQL Server y PLSQL Manejo avanzado del paquete office Ingles a nivel intermedio de preferencia
6,Especialista en Inscripciones Colectivas,Elaborar cuadros estadisticos e indicadores de nuestros programas colectivos segun requerimiento de la gerencia Interactua y coordina con los responsables del procesamiento y envio de la informacion de los diferentes canales de venta directos brokers y companias de seguro Coordina con los nuevos canales la operatividad para el envio de la informacion segun reglas de negocio establecidas Supervisa y controla correcto cumplimiento de los procesos de acuerdo a manual de procedimiento establecido por venta colectiva Supervisa la atencion y solucion oportuna de quejas reclamos y orientacion al cliente interno  externo por venta colectiva Controla que la base de datos registrada por venta colectiva este actualizada y que el mismo se refleje en los cuadros de poblacion por canal programa y grupo etario Supervisa la impresion oportuna de los documentos de acreditacion estados de cuenta constancia de renovacion cartas de baja Coordina con la Jefatura de retenciones Controla que los diferentes procesos por ventas colectivos se desarrollen de acuerdo a los procedimientos establecidos en el sistema de gestion de calidad,Experiencia de 01ano realizando funciones de coordinacion o supervision Excel avanzado Conocimiento en base de datos SQL y Access no indispensable Manejo de indicadores de gestion y desarrollo de proyectos
4,Asistente de Tecnologia de la Informacion,Funciones Analisis desarrollo y documentacion de aplicaciones empresariales Organizar mantener actualizado y ordenar debidamente el inventario de equipos de computo asi como los archivos de respaldo de informacion y programas informaticos instalados Asegurar el mantenimiento y conservacion de los equipos y suministros de computo Realizar otras funciones que le asigne el Jefe del Area Apoyo en los cierres contables de fin de mes Despliegue de las actividades de respaldo de usuarios Monitoreo seguimiento de incidentes por parte de usuarios sobre el uso de equipos sistemas,Requisitos  2 anos de experiencia en puestos similares Dominio a nivel intermedioavanzado de los siguiente Lenguajes de Programacion Visual Basic 60 Visual Studio 2012 Net C  WebEscritorio Dominio a nivel IntermedioAvanzado en Sql server 20052008 Dominio a nivel intermedio en Administracion de Windows Server 2008 Capacidad de Analisis y diseno de aplicaciones Empresariales Conocimientos Intermedios en Procesos Empresariales Inventario Compras Contabilidad Facturacion Produccion Conocimiento Nivel Intermedio ITIL Conocimiento basico de PMBOK del PMI Experiencia intermedia en herramientas y metodologias de modelamiento UML RUP
4,Consultor Junior  Soporte,Responsable de realizar actividades de soporte al producto Exactus como la atencion de consultas de clientes y mantenimiento al producto Reportara a la jefatura del Area de Soporte y Desarrollo  TAREAS DEL PUESTO  Atencion de casos de soporte funcional y tecnico del producto Exactus Consultas telefonicasmensajeria instantanea y consultas via sistema de casos  Atencion de errores reportados en modulos Correccion de errores y seguimiento insitu  Realizacion de mejoras solicitadas en modulos  Atender requerimientos menores facturados a los clientes  Seguimiento de casos reportados al partner  Realizar visitas de instalacion de base de datos  Realizar documentacion del producto  Realizar cambio por requerimientos legales, Conocimientos basicos funcional y tecnico de cualquier ERP habiendo participado durante 1 ano como minimo en implementacion yo soporte  Conocimiento de los siguientes lenguajes deseable SQL Java Net  Conocimientos en uso de SQL ServerOracle a nivel de desarrollo opcional a nivel de administracion  Conocimiento de notacion UML IDEF1X  Conocimiento de uso de herramientas de Ofimatica MS Project  Conocimiento de modelamientoprogramacion orientado a objetos OOP
3,Practicante Soporte ERP,Apoyo en el area de Soporte Exactus ERP 1 Conocimiento de manejador de base de datos SQL Server yo Oracle 2 Conocimientos en programacion 3 Conocimiento basico funcional y tecnico de cualquier ERP 4 Experiencia 6 meses minimo en implementacion yo soporte,
6,Profesora de IT Senior School 2014, Dictar las clases relacionadas a su especialidad en idioma ingles  Preparar el material educativo correspondiente  Mantener actualizada la documentacion pedagogica y administrativa de su responsabilidad  Emplear metodos y tecnicas adecuados  Cumplir programacion semanal  evaluaciones y comentarios  Detectar problemas que afecten el desarrollo del alumno y su aprendizaje  Coordinar y mantener comunicacion con los padres de familia  Participar en las acciones de promocion y servicio social que planifique el colegio  Asistir obligatoriamente a reuniones actuaciones y otros eventos del cronograma, Experiencia comprobada en ensenanza en colegios IB en secundaria y colegios mixtos  Disponibilidad para trasladarse a la sede en Los Huertos de Villa  Chorrillos Senior School  Conocimiento del idioma ingles es necesario para manejar el material de clase y dictar la clase en INGLES  Certificados TOEFL CAE o CPE seran considerados a favor del candidato  Dominio de clases y pizarras interactivas  Uso de correos electronicos  Dominio de desarrollo de blog educativosmoodle y otras herramientas TIC
4,Analista de Procesos senior,1 Realizar el analisis y formulacion de proyectos con la finalidad de hacer las coordinaciones necesarias para lograr la ejecucion de los proyectos 2 Realizar la creacion y mantenimiento de procesos con la finalidad de que todo usuario cuente con documentos sobre cada uno de los procesos 3 Dar soporte a usuarios para ayudarlos en los procesos y sistemas a nivel usuario 4 Elaboracion de planes de capacitacion y pruebas de nuevos procesos y servicios para lograr asegurar que los usuarios conozcan de los nuevos servicios 5 Elaboracion de procedimientos y flujos de operacion en los diferentes proyectos de la empresa 6 Participar de las visitas a locales de la empresa para facilitar las tareas de mejora continua de procesos y de metodos de trabajo,Software MS Office intermedio Visio Sharepoint deseable  Otros requisitos Capacidad para interactuar con otras areas del negocio Habilidad para hacer analisis sistemicos  Experiencia Dos anos de experiencia en la elaboracon e implementacion de procesos operativos
6,Ingeniero de Proyectos, Desarrollo de proyectos logisticos a nivel estrategico y tecnico para empresas de primera linea incluyendo  Procesamiento analisis e interpretacion de data  Desarrollo y evaluacion de alternativas de solucion para los problemas identificados  Apoyo en la implementacion de soluciones logisticas seleccionadas  Elaboracion de documentacion de proyecto y presentacion al cliente, Manejo avanzado de Microsoft Office PowerPoint Excel Access  Dominio del idioma ingles  Experiencia de preferencia en logistica o proyectos pero no necesaria
3,Consultor Junior,Buscamos a jovenes profesionales con talento para formarlos como consultores tecnicos El postulante participara en proyectos de implementacion del Oracle eBusiness Suite ERP para empresas del Peru y se incorporara al equipo de Desarrollo el cual esta encargado de realizar customizaciones utilizando las herramientas propias de Oracle,NivelQuinto superior o potencial para ser quinto superior Que encuentre en el aprendizaje una motivacion permanente Facilidad de comunicacion a alto nivel Capacidad para trabajar bajo presion Orientado al trabajo en equipo Otros Idioma Ingles  Conocimientos de herramientas de Windows  Ofrecemos Linea de carrera Aprendizaje permanente Ambiente dinamico y cordial Integridad y etica profesional Participacion en proyectos para las empresas top 100 del Peru
4,Programador,Efectuar tareas de Programacion Labores de Analisis y Diseno Coordinaciones con usuarios finales,Experiencia minima de 3 anos preferible en empresas similares a Base de Datos ORACLE  Avanzado Programacion b Lenguajes de Programacion JAVA Avanzado Developer Visual Basic Net  Avanzado c Sistemas Operativos Windows Unix  Intermedio d Analisis y Diseno de Sistemas  Avanzado e Conocimientos relacionados con gestion de proyectos y servicios informaticos PMI CMMI ITIL
4,Analista Funcionales Oracle Developer,Accenture es una empresa de consultoria en management servicios de tecnologia y outsourcing Combinamos una experiencia incomparable amplias capacidades en todas las industrias y funciones de negocios y una amplia investigacion respecto de las empresas mas exitosas del mundo  Nos encontramos en la busqueda de un profesional de sistemas con experiencia en Oracle Developer con Forms y Reports PL SQL Base Oracle 10g Para desempenarse como Analistas Senior, 3 a 5 anos de experiencia en el desarrollo de aplicaciones con dichas tecnologias  Experiencia en la direccion de equipos de trabajo y gestion de proyectos  Deseable experiencia en el rubro de seguros
1,Asistente Java, Diseno y desarrollo de aplicaciones en base al requerimiento del cliente, Experiencia minima de 1 ano en manejo de herramientas Java J2EE  Deseable experiencia en proyectos de implementacion de sistemas alineado al rubro de seguros
1,Practicante Java J2EE, Diseno y desarrollo de aplicaciones en base al requerimiento del cliente, Deseable experiencia minima de 1 ano en manejo de herramientas Java J2EE  Disponibilidad de realizar 30 horas semanales  Disponibilidad para trabajar en Cercado de Lima
1,Trainee Ingenieria Informatica,Participar en el proyecto de implementacion de sistemas al core del negocio de una empresa de seguros Apoyar en el analisis y desarrollo de las etapas de implementacion del proyecto Soporte en el analisis del negocio de seguros, Deseable experiencia  Nivel de ingles intermedio
1,Trainee Java, Diseno y desarrollo de aplicaciones en base al requerimiento del cliente, Deseable experiencia minima de 1 ano en manejo de herramientas Java J2EE Disponibilidad completa
1,Trainee Oracle Developer, Diseno y desarrollo de aplicaciones en base al requerimiento del cliente, Deseable experiencia minima de 1 ano en manejo de herramientas Oracle Developer  Disponibilidad completa
6,Practicante de Centro Soluciones, Contribuir al diseno de los procesos del negocio que son soportados por los sistemas  Documentar y mantener actualizados los procesos que son soportados por las herramientas de sistemas como SAP CRM y SAP R3  Brindar soporte a los procesos de ventas y logistica en la herramienta SAP CRM y SAP R3  Documentar las actas de las reuniones realizadas  Capacitar a los usuarios del negocio en el sistema y los procesos que soporta,CONOCIMIENTOS  Idiomas Ingles nivel Intermedio  Conocimientos tecnicossistemas SAP R3CRM deseable MSPROJECT intermedio BIZAGI intermedio  Conocimientos deseables de Gestion de Procesos Gestion de Comunicaciones Ventas y Logistica  COMPETENCIAS  Analisis critico para cuestionar la forma en que se hacen las cosas buscar optimizar constantemente  Tolerancia al cambio constante  Confianza en si mismo y se motiva por el reto  Logra impacto e influencia en la comunicacion y relaciones  Trabaja en equipo y muestra colaboracion  Se orienta al logro
6,Analista I,Proponer implementar y realizar monitoreo a los Modelos Score para los diferentes productos minoristas Definir variables de uso identificar fuentes de informacion DWH desarrollar calculadoras yo replicas pruebas e integrarlo a la gestiono Analizar desarrollar implementar y desplegar soluciones basadas en tecnologias de informacion que permitan explotar y distribuir los modelos de informacion desarrollados en Riesgos BM Score Estadisticos Segmentacion,Minimo 2 anos de experiencia como Analista programador de BI Analista funcional Analista de Inteligencia de Negocio  Conocimientos en Programacion WEB y Macros Avanzadas de Excel  En DataWareHouse  intermedio  Manejo de Base de Datos SQL Oracle y TeraData este ultimo deseable a nivel IntermedioAvanzado  Manejo de Herramientas de business objects y Cognos  Avanzado  Conocimientos de SAS deseable
6,Profesional de Proyecto,Responsable de los proyectos a su cargo Funcion Gestionar el proyecto incluye el diseno,5 anos de experiencia en proyectos Curso de PMI
1,Ingeniero QA,Desarrollar y mantener los componentes de software incluyendo los testeos unitarios y de integracion de las aplicaciones Identificacion de casos a utilizartesteo de casos para cambios en control de mejoras y convertirlas a cuadro de comandos de regresion usando Selenium o QTP Contribuir en la implementacion mantenimiento y ejecucion de la emision funcionalplan de pruebas de regresion Ejecutar regresiones de control de comandos reportar resultados segun el plan de testeo de regresion como parte del codigo de promocion de software Integracion fuerte con el equipo y clientes para resolver emisiones criticas de producto que hayan sido identificados a nivel funcional y en el testeo de regresion reportandolas Recomendar metodos para la mejora y automatizacion de procedimientos para el testeo de regresion de productos,Experiencia minima de 05 anos integrando equipos de Sistemas de Informacion Experiencia minima de 05 integrando equipos de Aseguramiento de la Calidad Experiencia minima de 02 anos en Java utilizando Web Logic JBoss Hibernate Spring y Struts Indispensable experiencia minima de 02 anos en herramientas de Automatizacion Selenium Web Driver QTP Experiencia minima de 02 anos en SQL Databases
6,Jefe de Proyecto,Responsable de los proyectos a su cargo Funcion Gestion y diseno de proyectos,Diez anos de experiencia en general Cinco anos de experiencia en proyectos de sistemas Cursos de PMI
6,Profesional Analista Procesos o Funcional,Diseno y Desarrollo de Proyectos de Sistemas Funcion Liderar proyectos de sistemas,8 anos de experiencia en general 5 anos de experiencia en proyectos de sistemas Cursos de PMI o similar
4,Practicante Profesional de Soporte e Informacion  Sistemas,Manejo de Herramientas de Ofimatica Cableado de redes LAN instalaciones de equipos de red instalaciones de software y Hardaware,Minimo 6 meses de experiencia como practicante pre profesional en mantenimiento de computadoras y administrando servidores Linux  Windows  Disponibilidad para trabajar en Huachipa en el horario de 8  6pm
1,Practicante de Innovacion,Implementar mejoras a los procesos actuales mediante el uso TI Esto se logra adaptando adoptando configurando y creando diversas herramientas basadas en TI para mejorar y optimizar el funcionamiento de los procesos actuales,SQL C  ASP PHP Java
1,Cloud Developer Junior, Analisis y diseno de personalizaciones de software factory  Documentacion de desarrollos realizados,CONOCIMIENTOS ESPECIALES ASpNET Visual CNET SQL Server MySQL CONOCIMIENTOS DESEADOS JQuery
4,Practicante de Desarrollo Oracle,Analisis desarrollo pruebas documentacion de personalizaciones y atencion de incidencias sobre el ERP Oracle EBS Mesa de ayuda a clientes en Peru EEUU y Colombia, Oracle PLSQL a nivel intermedio o avanzado  Conocimiento basico del SO Linux  Office java intermedio
1,Desarrollador Backend y Frontend Senior,Desarrollar y dar soporte a los requerimientos asignados por su jefe directo Estimar la complejidad de los requerimientos nuevas funcionalidades incidencias y mejoras de cada proyecto Llevar control actualizacion de estados y tiempos a las tareas asignadas Participar de las reuniones de equipo para mejorar el trabajo en equipo Conocimientos en lenguaje de programacion JAVA Spring Spring Security y manejo de Servicios RESTful Conocimientos en diseno y manejo de base de datos MySql Conocimientos en JavaScript jQuery avanzado jQuery mobile knockoutjs y phonegap Conocimiento y manejo de HTML5 y maquetacion en CSS3 bootstrap,Experiencia minima de 2 anos participando en equipos de desarrollo en java y 1 ano como minimo en desarrollos moviles Proactivo Capacidad para relacionarse AdaptabilidadFlexibilidad Organizacion y Planificacion Alta capacidad de aprendizaje e investigacion
6,Consultor Comercial de Servicios de TI,A solicitud de nuestro cliente una importante institucion de rubro financiero nos encontramos en la busqueda de un Consultor Comercial de Servicios de TI para cubrir las siguientes funciones  Prospeccion e identificacion de empresas como potenciales clientes Realizar exposiciones comercialestecnicas de los servicios a los clientes Coordinar con los usuarios de los servicios de las empresas clientes tesorerias y finanzas y de las areas tecnicas sistemas y comunicaciones con los socios de la entidad con los proveedores de la entidad y con las areas vinculadas a los servicios Hacer seguimiento a la entrega de los servicios y atencion post venta Identificar nuevas necesidades de servicios de tecnologia de informacion,Experiencia minima de 3 anos en ventas de servicios o productos de tecnologia de la informacion soluciones de integracion yo telecomunicaciones Dominio de Office base de datos y Microsoft Project
6,Auxiliar Help Desk,Importante empresa se encuentra en busqueda de un Analista de Productos de Informacion que cumpla con el siguiente perfil  Funciones Seguimiento control y mantenimiento a la plataforma tecnologica que soporta la operacion en Peru Soporte a los usuarios internos y externos Creacion de usuarios internos y externos Garantizar el correcto funcionamiento de los enlaces de datos interconexion entre bancos etc Garantizar el funcionamiento del correo electronico y demas sistemas claves para el funcionamiento de la oficinas Velar por el correcto funcionamiento y mantenimiento a la infraestructura de la empresa aires acondicionados Upss planta electrica etc,Requisitos Ingeniero de sistemas universitarios o institutos concluidos Experiencia minima de 1 ano en puestos similares
6,Coordinador de Proyectos de Telecomunicaciones,Por encargo de nuestro cliente importante empresa del sector telecomunicaciones nos encontramos en la busqueda de un profesional altamente calificado para ocupar la posicion de Coordinador de Proyectos de Telecomunicaciones  Funciones   Realizar el planeamiento control y supervision de Proyectos  Realizar ingenieria de requerimientos  Elaborar documentacion que se exija durante la ejecucion del proyecto  Gestion control seguimiento y aprobacion de los servicios brindados por las empresas contratistas que participan en el proyecto  Definir las lineas base del costo tiempo y alcance del proyecto  Preparar el expediente digital del proyecto  Preparar el EDT y diagrama Gantt con ruta critica del proyecto  Apoyar el cumplimiento de la politica y objetivos de la calidad  Realizar el analisis de valor ganado del proyecto  Identificar los riesgos del proyecto y establecer sus estrategias de mitigacion  Asignar los recursos que participaran en el proyecto en relacion con el presupuesto del mismo  Realizar las labores de coordinacion con el cliente  Otras responsabilidades asignadas por su Jefatura,Titulado en Ingenieria Electronica Sistemas o Telecomunicaciones 5 anos de experiencia deseable en Gestion de Proyectos de Telecomunicaciones o Desarrollo de Software Experiencia previa en proyectos del Estado Peruano Haber liderado proyectos con un monto mayor a los US 100000 y por mas de 4 meses Conocimientos de redes de datos sistemas telefonicos y Contact Centers Conocimientos de MS Office MS Project y Autocad Certificacion ITIL deseable
